日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
111/07/15	540 南投市  	FK5 甜椒 青椒 	40.0 	32.0 	15.0 	31.3 	 +  4	136 	 - 12	4250
111/07/15	540 南投市  	LA1 甘藍 初秋 	33.0 	30.0 	27.0 	29.2 	 +  6	753 	 + 60	21995.13
111/07/15	540 南投市  	LM2 莧菜 白莧菜 	45.0 	29.0 	7.0 	28.5 	  -  	64 	  -  	1823.36
111/07/15	540 南投市  	OX1 其他  	170.0 	28.0 	3.0 	26.8 	 -  5	"2,111 "	 + 19	56638.13
111/07/15	540 南投市  	SH1 竹筍 麻竹筍 	25.0 	12.0 	5.5 	11.8 	 + 32	227 	 + 99	2667.25
111/07/15	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	45.0 	10.0 	44.7 	 - 14	48 	 -  2	2144.16
111/07/15	540 南投市  	SQ3 茭白筍 去殼 	260.0 	202.0 	92.0 	200.3 	 + 10	50 	 - 28	10015
111/07/16	540 南投市  	FC1 胡瓜 黑刺 	18.0 	11.0 	3.0 	10.5 	  -  	332 	  -  	3486
111/07/16	540 南投市  	FD1 花胡瓜  	35.0 	23.0 	3.0 	22.0 	 +  6	628 	 +  8	13816
111/07/16	540 南投市  	FF1 絲瓜  	30.0 	26.0 	14.0 	25.1 	 -  2	229 	 -  6	5757.06
111/07/16	540 南投市  	FG1 苦瓜 白大米 	33.0 	17.0 	1.0 	16.4 	 - 10	328 	 + 20	5379.2
111/07/16	540 南投市  	FH2 扁蒲 圓形 	16.0 	11.0 	4.0 	10.7 	 -  3	294 	 +  2	3131.1
111/07/16	540 南投市  	FI2 茄子 麻荸茄 	23.0 	15.0 	5.0 	14.3 	 + 10	354 	 -  9	5065.74
111/07/16	540 南投市  	FJ3 番茄 牛番茄 	60.0 	33.0 	16.0 	31.9 	 - 22	160 	 + 24	5110.4
111/07/16	540 南投市  	LA1 甘藍 初秋 	27.0 	24.0 	17.0 	23.4 	 - 20	764 	 +  1	17839.4
111/07/16	540 南投市  	OX1 其他  	150.0 	35.0 	4.0 	33.3 	 + 24	"2,308 "	 +  9	76810.24
111/07/16	540 南投市  	SH1 竹筍 麻竹筍 	15.0 	11.0 	3.0 	10.1 	 - 14	359 	 + 58	3615.13
111/07/16	540 南投市  	SH2 竹筍 綠竹筍 	50.0 	43.0 	4.0 	42.4 	 -  5	50 	 +  4	2118.5
111/07/16	540 南投市  	SQ3 茭白筍 去殼 	260.0 	209.0 	80.0 	207.6 	 +  4	80 	 + 60	16610.4
111/07/17	540 南投市  	FD1 花胡瓜  	35.0 	23.0 	3.0 	22.4 	 +  2	717 	 + 14	16082.31
111/07/17	540 南投市  	FF1 絲瓜  	30.0 	21.0 	5.5 	20.8 	 - 17	296 	 + 29	6153.84
111/07/17	540 南投市  	FG1 苦瓜 白大米 	23.0 	17.0 	4.0 	16.7 	 +  2	246 	 - 25	4108.2
111/07/17	540 南投市  	FH2 扁蒲 圓形 	16.0 	9.0 	4.0 	8.0 	 - 25	524 	 + 78	4192
111/07/17	540 南投市  	FI2 茄子 麻荸茄 	15.0 	9.0 	3.0 	8.7 	 - 39	490 	 + 38	4243.4
111/07/17	540 南投市  	FJ3 番茄 牛番茄 	60.0 	35.0 	10.0 	34.8 	 +  9	263 	 + 64	9160.29
111/07/17	540 南投市  	FK5 甜椒 青椒 	40.0 	27.0 	15.0 	26.7 	  -  	284 	  -  	7568.6
111/07/17	540 南投市  	FM2 菜豆 青色 	35.0 	32.0 	20.0 	31.1 	  -  	72 	  -  	2237.76
111/07/17	540 南投市  	LA1 甘藍 初秋 	26.0 	25.5 	25.0 	25.3 	 +  8	478 	 - 37	12107.74
111/07/17	540 南投市  	OX1 其他  	140.0 	29.0 	5.0 	27.8 	 - 17	"2,082 "	 - 10	57817.14
111/07/17	540 南投市  	SH1 竹筍 麻竹筍 	15.0 	10.0 	6.0 	9.4 	 -  7	278 	 - 23	2607.64
111/07/17	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	39.0 	5.0 	38.6 	 -  9	67 	 + 34	2585.53
111/07/17	540 南投市  	SQ3 茭白筍 去殼 	260.0 	190.0 	56.0 	189.5 	 -  9	96 	 + 20	18194.88
111/07/19	540 南投市  	FC1 胡瓜 黑刺 	18.0 	13.0 	6.0 	12.5 	  -  	422 	  -  	5291.88
111/07/19	540 南投市  	FD1 花胡瓜  	40.0 	21.0 	5.0 	20.7 	 -  8	623 	 - 13	12902.33
111/07/19	540 南投市  	FE1 冬瓜 白皮 	20.0 	13.0 	12.0 	12.8 	  -  	234 	  -  	2990.52
111/07/19	540 南投市  	FF1 絲瓜  	30.0 	22.0 	14.0 	21.7 	 +  5	364 	 + 23	7909.72
111/07/19	540 南投市  	FG1 苦瓜 白大米 	35.0 	18.0 	14.0 	17.3 	 +  3	515 	 +109	8888.9
111/07/19	540 南投市  	FH2 扁蒲 圓形 	17.0 	13.0 	8.0 	12.4 	 + 55	374 	 - 29	4633.86
111/07/19	540 南投市  	FI2 茄子 麻荸茄 	21.0 	15.0 	6.0 	14.7 	 + 70	487 	 -  1	7168.64
111/07/19	540 南投市  	FJ3 番茄 牛番茄 	50.0 	36.0 	27.0 	35.7 	 +  3	158 	 - 40	5646.92
111/07/19	540 南投市  	FK5 甜椒 青椒 	40.0 	27.0 	12.0 	26.4 	 -  1	151 	 - 47	3980.36
111/07/19	540 南投市  	FM2 菜豆 青色 	35.0 	29.0 	25.0 	28.3 	 -  9	161 	 +124	4561.13
111/07/19	540 南投市  	LA1 甘藍 初秋 	35.0 	32.0 	28.0 	31.3 	 + 24	355 	 - 26	11125.7
111/07/19	540 南投市  	OX1 其他  	150.0 	32.0 	4.0 	30.3 	 +  9	"1,926 "	 -  7	58300.02
111/07/19	540 南投市  	SE1 青蔥 日蔥 	28.0 	27.9 	27.0 	27.8 	  -  	91 	  -  	2531.62
111/07/19	540 南投市  	SH1 竹筍 麻竹筍 	20.0 	13.0 	11.0 	12.7 	 + 35	210 	 - 24	2664.9
111/07/19	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	40.0 	2.0 	39.0 	 +  1	52 	 - 22	2026.96
111/07/19	540 南投市  	SQ3 茭白筍 去殼 	260.0 	212.0 	81.0 	210.8 	 + 11	73 	 - 24	15386.94
111/07/20	540 南投市  	FC1 胡瓜 黑刺 	21.0 	11.0 	1.5 	10.7 	 - 15	281 	 - 33	3009.51
111/07/20	540 南投市  	FD1 花胡瓜  	40.0 	22.0 	8.0 	21.4 	 +  3	617 	 -  1	13197.63
111/07/20	540 南投市  	FF1 絲瓜  	25.0 	18.0 	8.0 	17.8 	 - 18	464 	 + 27	8263.84
111/07/20	540 南投市  	FG1 苦瓜 白大米 	23.0 	16.0 	7.0 	15.4 	 - 11	347 	 - 33	5347.27
111/07/20	540 南投市  	FH2 扁蒲 圓形 	17.0 	10.0 	4.0 	9.2 	 - 26	563 	 + 51	5179.6
111/07/20	540 南投市  	FI2 茄子 麻荸茄 	15.0 	12.0 	3.0 	11.3 	 - 23	287 	 - 41	3243.1
111/07/20	540 南投市  	FJ3 番茄 牛番茄 	52.0 	46.0 	26.0 	45.1 	 + 26	169 	 +  7	7623.59
111/07/20	540 南投市  	FK5 甜椒 青椒 	30.0 	18.0 	10.0 	17.5 	 - 34	318 	 +111	5568.18
111/07/20	540 南投市  	LA1 甘藍 初秋 	30.0 	29.6 	28.0 	29.4 	 -  6	814 	 +129	23931.6
111/07/20	540 南投市  	OX1 其他  	140.0 	31.0 	6.0 	29.2 	 -  3	"1,848 "	 -  4	54017.04
111/07/20	540 南投市  	SH1 竹筍 麻竹筍 	15.0 	9.0 	3.0 	8.8 	 - 31	404 	 + 92	3535
111/07/20	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	48.0 	11.0 	47.0 	 + 20	50 	 -  4	2347.5
111/07/20	540 南投市  	SQ3 茭白筍 去殼 	260.0 	140.0 	60.0 	138.4 	 - 34	92 	 + 26	12730.96
111/07/21	540 南投市  	FC1 胡瓜 黑刺 	22.0 	16.0 	7.0 	15.8 	 + 48	138 	 - 51	2180.4
111/07/21	540 南投市  	FD1 花胡瓜  	35.0 	21.0 	7.0 	20.9 	 -  2	508 	 - 18	10601.96
111/07/21	540 南投市  	FF1 絲瓜  	27.0 	16.0 	8.0 	15.5 	 - 13	420 	 -  9	6489
111/07/21	540 南投市  	FG1 苦瓜 白大米 	20.0 	19.0 	15.0 	18.1 	 + 17	243 	 - 30	4391.01
111/07/21	540 南投市  	FH2 扁蒲 圓形 	15.0 	8.0 	4.0 	7.6 	 - 18	412 	 - 27	3114.72
111/07/21	540 南投市  	FI2 茄子 麻荸茄 	20.0 	13.0 	4.5 	12.7 	 + 13	236 	 - 18	3001.92
111/07/21	540 南投市  	FM2 菜豆 青色 	37.0 	32.0 	23.0 	31.6 	  -  	118 	  -  	3724.08
111/07/21	540 南投市  	LA1 甘藍 初秋 	30.0 	29.0 	25.0 	28.5 	 -  3	684 	 - 16	19480.32
111/07/21	540 南投市  	OX1 其他  	90.0 	31.0 	1.0 	29.9 	 +  2	"1,535 "	 - 17	45865.8
111/07/21	540 南投市  	SH1 竹筍 麻竹筍 	20.0 	13.0 	8.0 	12.2 	 + 39	118 	 - 71	1433.7
111/07/21	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	58.0 	12.0 	57.2 	 + 22	44 	 - 12	2516.8
111/07/21	540 南投市  	SQ3 茭白筍 去殼 	260.0 	163.0 	88.0 	161.2 	 + 16	32 	 - 65	5157.12
111/07/22	540 南投市  	FC1 胡瓜 黑刺 	22.0 	15.0 	6.0 	14.5 	 -  8	119 	 - 14	1724.31
111/07/22	540 南投市  	FD1 花胡瓜  	35.0 	22.0 	8.5 	21.9 	 +  5	386 	 - 24	8453.4
111/07/22	540 南投市  	FF1 絲瓜  	21.0 	12.0 	2.0 	11.1 	 - 28	459 	 +  9	5099.49
111/07/22	540 南投市  	FG1 苦瓜 白大米 	22.0 	19.0 	14.0 	18.4 	 +  2	324 	 + 33	5951.88
111/07/22	540 南投市  	FH2 扁蒲 圓形 	15.0 	7.0 	3.0 	6.5 	 - 14	557 	 + 35	3609.36
111/07/22	540 南投市  	FI2 茄子 麻荸茄 	21.0 	12.0 	3.0 	11.3 	 - 11	408 	 + 73	4598.16
111/07/22	540 南投市  	FJ3 番茄 牛番茄 	60.0 	49.0 	22.0 	48.0 	  -  	276 	  -  	13239.72
111/07/22	540 南投市  	FK5 甜椒 青椒 	17.0 	8.0 	2.0 	7.4 	  -  	248 	  -  	1832.72
111/07/22	540 南投市  	LA1 甘藍 初秋 	35.0 	29.0 	20.0 	28.2 	 -  1	"1,293 "	 + 89	36488.46
111/07/22	540 南投市  	OX1 其他  	140.0 	35.0 	6.0 	33.7 	 + 13	"2,094 "	 + 36	70609.68
111/07/22	540 南投市  	SH1 竹筍 麻竹筍 	25.0 	8.0 	3.0 	7.6 	 - 38	427 	 +262	3228.12
111/07/22	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	36.0 	3.0 	35.2 	 - 38	53 	 + 20	1867.19
111/07/22	540 南投市  	SQ3 茭白筍 去殼 	260.0 	192.0 	65.0 	190.2 	 + 18	47 	 + 47	8937.99
111/07/23	540 南投市  	FC1 胡瓜 黑刺 	20.0 	11.0 	1.0 	10.0 	 - 31	233 	 + 96	2325.34
111/07/23	540 南投市  	FD1 花胡瓜  	40.0 	23.0 	6.0 	22.8 	 +  4	445 	 + 15	10123.75
111/07/23	540 南投市  	FF1 絲瓜  	22.0 	14.0 	2.0 	13.3 	 + 19	314 	 - 32	4166.78
111/07/23	540 南投市  	FH2 扁蒲 圓形 	15.0 	8.0 	3.0 	7.7 	 + 19	343 	 - 38	2641.1
111/07/23	540 南投市  	FI2 茄子 麻荸茄 	23.0 	13.0 	2.0 	12.4 	 + 10	294 	 - 28	3636.78
111/07/23	540 南投市  	FJ3 番茄 牛番茄 	60.0 	43.0 	15.0 	42.0 	 - 12	254 	 -  8	10678.16
111/07/23	540 南投市  	FM2 菜豆 青色 	35.0 	33.0 	26.0 	32.4 	  -  	89 	  -  	2879.15
111/07/23	540 南投市  	LA1 甘藍 初秋 	25.0 	22.0 	18.0 	21.4 	 - 24	"1,177 "	 -  9	25140.72
111/07/23	540 南投市  	OX1 其他  	120.0 	31.0 	3.0 	26.8 	 - 21	"2,271 "	 +  8	60771.96
111/07/23	540 南投市  	SH1 竹筍 麻竹筍 	15.0 	10.0 	6.0 	9.1 	 + 21	255 	 - 40	2325.6
111/07/23	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	38.0 	2.0 	37.4 	 +  6	72 	 + 36	2694.96
111/07/23	540 南投市  	SQ3 茭白筍 去殼 	260.0 	224.0 	72.0 	222.3 	 + 17	59 	 + 26	13112.75
111/07/24	540 南投市  	FD1 花胡瓜  	45.0 	26.0 	10.0 	25.1 	 + 10	381 	 - 14	9551.67
111/07/24	540 南投市  	FF1 絲瓜  	25.0 	12.0 	7.0 	11.6 	 - 13	642 	 +104	7440.78
111/07/24	540 南投市  	FG1 苦瓜 白大米 	24.0 	15.0 	4.0 	14.1 	  -  	570 	  -  	8059.8
111/07/24	540 南投市  	FH2 扁蒲 圓形 	10.0 	7.0 	4.0 	6.8 	 - 12	304 	 - 11	2067.2
111/07/24	540 南投市  	FI2 茄子 麻荸茄 	30.0 	15.0 	3.0 	14.4 	 + 16	419 	 + 43	6012.65
111/07/24	540 南投市  	FJ3 番茄 牛番茄 	60.0 	39.0 	16.0 	38.5 	 -  8	165 	 - 35	6349.2
111/07/24	540 南投市  	FK5 甜椒 青椒 	14.0 	13.0 	9.0 	12.0 	  -  	186 	  -  	2239.44
111/07/24	540 南投市  	FM2 菜豆 青色 	35.0 	32.0 	25.0 	31.8 	 -  2	169 	 + 90	5374.2
111/07/24	540 南投市  	LA1 甘藍 初秋 	26.0 	23.0 	20.0 	22.3 	 +  4	"1,160 "	 -  1	25856.4
111/07/24	540 南投市  	OX1 其他  	150.0 	33.0 	5.0 	31.6 	 + 18	"2,383 "	 +  5	75398.12
111/07/24	540 南投市  	SE1 青蔥 日蔥 	30.0 	21.0 	15.0 	20.1 	  -  	135 	  -  	2717.55
111/07/24	540 南投市  	SH1 竹筍 麻竹筍 	22.0 	11.0 	4.0 	10.0 	 + 10	431 	 + 69	4318.62
111/07/24	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	39.0 	4.0 	38.1 	 +  2	64 	 - 11	2437.76
111/07/24	540 南投市  	SQ3 茭白筍 去殼 	260.0 	214.0 	75.0 	212.6 	 -  4	86 	 + 46	18281.02
111/07/26	540 南投市  	FC1 胡瓜 黑刺 	22.0 	12.0 	4.0 	11.7 	  -  	343 	  -  	4026.82
111/07/26	540 南投市  	FD1 花胡瓜  	45.0 	29.0 	11.0 	28.6 	 + 14	455 	 + 19	12994.8
111/07/26	540 南投市  	FE1 冬瓜 白皮 	20.0 	16.0 	10.0 	14.9 	  -  	197 	  -  	2941.21
111/07/26	540 南投市  	FF1 絲瓜  	20.0 	11.0 	3.0 	10.6 	 -  9	467 	 - 27	4931.52
111/07/26	540 南投市  	FG1 苦瓜 白大米 	27.0 	23.0 	7.0 	22.1 	 + 56	230 	 - 60	5078.4
111/07/26	540 南投市  	FH2 扁蒲 圓形 	15.0 	8.0 	3.0 	7.2 	 +  6	451 	 + 48	3238.18
111/07/26	540 南投市  	FI2 茄子 麻荸茄 	23.0 	15.0 	4.0 	14.2 	 -  1	478 	 + 14	6763.7
111/07/26	540 南投市  	FJ3 番茄 牛番茄 	70.0 	33.0 	16.0 	32.3 	 - 16	297 	 + 80	9593.1
111/07/26	540 南投市  	FM2 菜豆 青色 	37.0 	35.0 	23.0 	34.5 	 +  8	169 	    0	5823.74
111/07/26	540 南投市  	LA1 甘藍 初秋 	27.0 	26.0 	23.0 	25.2 	 + 13	788 	 - 32	19826.08
111/07/26	540 南投市  	OX1 其他  	150.0 	29.0 	3.0 	25.9 	 - 18	"2,515 "	 +  6	65213.95
111/07/26	540 南投市  	SE1 青蔥 日蔥 	29.0 	19.0 	12.0 	18.2 	 -  9	90 	 - 33	1640.7
111/07/26	540 南投市  	SH1 竹筍 麻竹筍 	22.0 	10.0 	3.0 	9.2 	 -  8	400 	 -  7	3672
111/07/26	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	49.0 	4.0 	48.4 	 + 27	48 	 - 25	2323.2
111/07/26	540 南投市  	SQ3 茭白筍 去殼 	260.0 	199.0 	75.0 	197.5 	 -  7	49 	 - 43	9675.05
111/07/27	540 南投市  	FC1 胡瓜 黑刺 	22.0 	14.0 	2.0 	13.8 	 + 18	180 	 - 48	2489.4
111/07/27	540 南投市  	FD1 花胡瓜  	50.0 	38.0 	12.0 	37.5 	 + 31	196 	 - 57	7355.88
111/07/27	540 南投市  	FF1 絲瓜  	22.0 	13.0 	5.0 	12.4 	 + 17	209 	 - 55	2587.42
111/07/27	540 南投市  	FG1 苦瓜 白大米 	28.0 	21.0 	12.0 	20.6 	 -  7	226 	 -  2	4660.12
111/07/27	540 南投市  	FH2 扁蒲 圓形 	12.0 	7.0 	4.0 	6.9 	 -  4	188 	 - 58	1299.08
111/07/27	540 南投市  	FI2 茄子 麻荸茄 	20.0 	14.0 	3.0 	13.7 	 -  3	271 	 - 43	3720.83
111/07/27	540 南投市  	FJ3 番茄 牛番茄 	55.0 	33.0 	22.0 	32.6 	 +  1	169 	 - 43	5516.16
111/07/27	540 南投市  	FK5 甜椒 青椒 	25.0 	16.0 	8.0 	15.1 	  -  	129 	  -  	1951.77
111/07/27	540 南投市  	FM2 菜豆 青色 	37.0 	32.0 	1.0 	31.5 	 -  9	129 	 - 24	4063.5
111/07/27	540 南投市  	LA1 甘藍 初秋 	35.0 	25.0 	9.0 	23.9 	 -  5	704 	 - 11	16839.68
111/07/27	540 南投市  	OX1 其他  	100.0 	26.0 	3.0 	24.5 	 -  6	"2,275 "	 - 10	55714.75
111/07/27	540 南投市  	SE1 青蔥 日蔥 	32.0 	25.0 	20.0 	24.0 	 + 32	72 	 - 20	1728
111/07/27	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	58.0 	10.0 	57.3 	 + 18	47 	 -  2	2692.16
111/07/27	540 南投市  	SQ3 茭白筍 去殼 	260.0 	211.0 	79.0 	210.1 	 +  6	40 	 - 18	8404
111/07/28	540 南投市  	FD1 花胡瓜  	50.0 	33.0 	16.0 	32.0 	 - 15	270 	 + 38	8650.8
111/07/28	540 南投市  	FF1 絲瓜  	25.0 	16.0 	10.0 	15.3 	 + 24	225 	 +  8	3451.5
111/07/28	540 南投市  	FH2 扁蒲 圓形 	10.0 	8.0 	4.5 	7.1 	 +  3	103 	 - 45	734.39
111/07/28	540 南投市  	FJ3 番茄 牛番茄 	62.0 	38.0 	18.0 	37.2 	 + 14	224 	 + 33	8321.6
111/07/28	540 南投市  	LA1 甘藍 初秋 	29.0 	28.6 	28.0 	28.5 	 + 19	584 	 - 17	16632.32
111/07/28	540 南投市  	OX1 其他  	70.0 	32.0 	2.0 	30.3 	 + 24	"2,036 "	 - 11	61629.72
111/07/28	540 南投市  	SH1 竹筍 麻竹筍 	18.0 	13.0 	5.0 	12.3 	  -  	162 	  -  	1995.84
111/07/28	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	45.0 	3.0 	44.9 	 - 22	77 	 + 64	3455.76
111/07/28	540 南投市  	SQ3 茭白筍 去殼 	260.0 	182.0 	79.0 	180.2 	 - 14	47 	 + 18	8467.05
111/07/29	540 南投市  	FC1 胡瓜 黑刺 	20.0 	15.0 	3.5 	14.1 	  -  	107 	  -  	1511.91
111/07/29	540 南投市  	FD1 花胡瓜  	50.0 	39.0 	20.0 	38.5 	 + 20	351 	 + 30	13513.5
111/07/29	540 南投市  	FF1 絲瓜  	25.0 	21.0 	10.0 	20.5 	 + 34	241 	 +  7	4940.5
111/07/29	540 南投市  	FG1 苦瓜 白大米 	30.0 	24.0 	17.0 	23.2 	  -  	178 	  -  	4122.48
111/07/29	540 南投市  	FH2 扁蒲 圓形 	12.0 	8.0 	4.0 	7.7 	 +  8	126 	 + 22	968.94
111/07/29	540 南投市  	FI2 茄子 麻荸茄 	25.0 	16.0 	4.0 	15.7 	  -  	469 	  -  	7363.3
111/07/29	540 南投市  	FJ3 番茄 牛番茄 	61.0 	37.0 	29.0 	36.8 	 -  1	271 	 + 21	9983.64
111/07/29	540 南投市  	FM2 菜豆 青色 	40.0 	36.0 	27.0 	35.0 	  -  	175 	  -  	6130.25
111/07/29	540 南投市  	LA1 甘藍 初秋 	28.0 	27.0 	25.0 	26.2 	 -  8	893 	 + 53	23351.95
111/07/29	540 南投市  	OX1 其他  	195.0 	32.0 	10.0 	28.0 	 -  7	"2,961 "	 + 45	82937.61
111/07/29	540 南投市  	SH1 竹筍 麻竹筍 	19.0 	11.0 	4.0 	10.7 	 - 13	207 	 + 28	2208.69
111/07/29	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	47.0 	5.0 	46.3 	 +  3	44 	 - 43	2037.2
111/07/29	540 南投市  	SQ3 茭白筍 去殼 	260.0 	212.0 	80.0 	210.0 	 + 17	71 	 + 51	14910
111/07/30	540 南投市  	FC1 胡瓜 黑刺 	22.0 	13.0 	2.0 	12.9 	 -  9	399 	 +273	5143.11
111/07/30	540 南投市  	FD1 花胡瓜  	50.0 	40.0 	20.0 	39.6 	 +  3	152 	 - 57	6014.64
111/07/30	540 南投市  	FF1 絲瓜  	25.0 	17.0 	8.0 	16.3 	 - 21	361 	 + 50	5869.86
111/07/30	540 南投市  	FI2 茄子 麻荸茄 	30.0 	18.0 	3.5 	17.3 	 + 10	445 	 -  5	7711.85
111/07/30	540 南投市  	FJ3 番茄 牛番茄 	60.0 	52.0 	46.0 	51.4 	 + 40	197 	 - 27	10133.68
111/07/30	540 南投市  	FK5 甜椒 青椒 	37.0 	30.0 	22.0 	29.9 	  -  	222 	  -  	6631.14
111/07/30	540 南投市  	FM2 菜豆 青色 	40.0 	32.0 	20.0 	32.0 	 -  9	177 	 +  1	5656.92
111/07/30	540 南投市  	LA1 甘藍 初秋 	30.0 	28.0 	26.0 	27.4 	 +  5	625 	 - 30	17118.75
111/07/30	540 南投市  	OX1 其他  	200.0 	23.0 	3.0 	21.4 	 - 23	"2,202 "	 - 26	47188.86
111/07/30	540 南投市  	SH1 竹筍 麻竹筍 	25.0 	13.0 	6.0 	12.2 	 + 14	211 	 +  2	2565.76
111/07/30	540 南投市  	SH2 竹筍 綠竹筍 	70.0 	38.0 	2.0 	37.4 	 - 19	66 	 + 50	2469.72
111/07/30	540 南投市  	SQ3 茭白筍 去殼 	260.0 	188.0 	75.0 	186.7 	 - 11	89 	 + 25	16618.97
111/07/31	540 南投市  	FC1 胡瓜 黑刺 	13.0 	11.0 	8.0 	10.5 	 - 19	144 	 - 64	1510.56
111/07/31	540 南投市  	FD1 花胡瓜  	51.0 	42.0 	20.0 	41.5 	 +  5	421 	 +177	17488.34
111/07/31	540 南投市  	FE1 冬瓜 白皮 	17.0 	16.0 	12.0 	15.0 	  -  	133 	  -  	1988.35
111/07/31	540 南投市  	FF1 絲瓜  	20.0 	17.0 	10.0 	16.1 	 -  1	483 	 + 34	7766.64
111/07/31	540 南投市  	FI2 茄子 麻荸茄 	26.0 	19.0 	7.0 	18.5 	 +  7	315 	 - 29	5824.35
111/07/31	540 南投市  	FJ3 番茄 牛番茄 	55.0 	43.0 	27.0 	42.0 	 - 18	341 	 + 73	14304.95
111/07/31	540 南投市  	FK5 甜椒 青椒 	66.0 	27.0 	17.0 	26.5 	 - 11	125 	 - 44	3315
111/07/31	540 南投市  	FM2 菜豆 青色 	40.0 	35.0 	23.0 	34.2 	 +  7	181 	 +  2	6184.77
111/07/31	540 南投市  	LA1 甘藍 初秋 	27.0 	25.0 	12.0 	24.2 	 - 12	885 	 + 42	21372.75
111/07/31	540 南投市  	OX1 其他  	155.0 	27.0 	3.0 	25.2 	 + 17	"1,851 "	 - 16	46571.16
111/07/31	540 南投市  	SH1 竹筍 麻竹筍 	16.0 	12.0 	9.5 	11.4 	 -  6	235 	 + 11	2683.7
111/07/31	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	47.0 	4.0 	45.5 	 + 22	81 	 + 23	3684.69
111/07/31	540 南投市  	SQ3 茭白筍 去殼 	270.0 	242.0 	78.0 	240.4 	 + 29	53 	 - 40	12741.2
111/08/02	540 南投市  	FC1 胡瓜 黑刺 	22.0 	14.0 	1.0 	13.7 	 + 31	364 	 +153	4994.08
111/08/02	540 南投市  	FD1 花胡瓜  	50.0 	38.0 	20.0 	37.2 	 - 10	661 	 + 57	24602.42
111/08/02	540 南投市  	FF1 絲瓜  	25.0 	20.0 	12.0 	19.5 	 + 22	340 	 - 30	6643.6
111/08/02	540 南投市  	FG1 苦瓜 白大米 	40.0 	37.0 	22.0 	36.7 	  -  	101 	  -  	3703.67
111/08/02	540 南投市  	FH2 扁蒲 圓形 	10.0 	8.0 	5.0 	8.0 	  -  	212 	  -  	1693.88
111/08/02	540 南投市  	FI2 茄子 麻荸茄 	33.0 	25.0 	4.0 	22.5 	 + 22	342 	 +  9	7688.16
111/08/02	540 南投市  	FJ3 番茄 牛番茄 	53.0 	38.0 	30.0 	37.4 	 - 11	263 	 - 23	9846.72
111/08/02	540 南投市  	FK4 甜椒 彩色種 	60.0 	27.0 	5.0 	26.7 	  -  	101 	  -  	2699.73
111/08/02	540 南投市  	FM2 菜豆 青色 	45.0 	35.0 	23.0 	34.0 	 -  0	115 	 - 36	3914.6
111/08/02	540 南投市  	LA1 甘藍 初秋 	27.0 	26.5 	25.0 	26.2 	 +  9	550 	 - 38	14426.5
111/08/02	540 南投市  	OX1 其他  	215.0 	27.0 	4.0 	25.5 	 +  1	"2,745 "	 + 48	69915.15
111/08/02	540 南投市  	SE1 青蔥 日蔥 	30.0 	30.0 	30.0 	30.0 	  -  	72 	  -  	2160
111/08/02	540 南投市  	SH1 竹筍 麻竹筍 	14.0 	8.0 	3.0 	8.0 	 - 30	507 	 +116	4035.72
111/08/02	540 南投市  	SH2 竹筍 綠竹筍 	75.0 	37.0 	3.0 	36.8 	 - 19	50 	 - 38	1839.5
111/08/02	540 南投市  	SQ3 茭白筍 去殼 	270.0 	232.0 	75.0 	229.1 	 -  5	47 	 - 11	10768.17
111/08/03	540 南投市  	FC1 胡瓜 黑刺 	20.0 	12.0 	3.0 	11.7 	 - 15	332 	 -  9	3867.8
111/08/03	540 南投市  	FD1 花胡瓜  	40.0 	32.0 	15.0 	31.3 	 - 16	486 	 - 26	15187.5
111/08/03	540 南投市  	FF1 絲瓜  	25.0 	22.0 	12.0 	21.0 	 +  7	173 	 - 49	3633
111/08/03	540 南投市  	FG1 苦瓜 白大米 	39.0 	33.0 	21.0 	32.7 	 - 11	368 	 +264	12040.96
111/08/03	540 南投市  	FI2 茄子 麻荸茄 	32.0 	22.0 	6.0 	21.6 	 -  4	243 	 - 29	5256.09
111/08/03	540 南投市  	FJ3 番茄 牛番茄 	55.0 	35.0 	10.0 	34.5 	 -  8	418 	 + 59	14400.1
111/08/03	540 南投市  	FK4 甜椒 彩色種 	32.0 	21.0 	15.0 	20.8 	 - 22	109 	 +  8	2263.93
111/08/03	540 南投市  	LA1 甘藍 初秋 	28.0 	26.0 	22.0 	25.7 	 -  2	390 	 - 29	10026.9
111/08/03	540 南投市  	OX1 其他  	70.0 	31.0 	4.0 	29.2 	 + 15	"2,467 "	 - 10	72110.41
111/08/03	540 南投市  	SE1 青蔥 日蔥 	37.0 	31.0 	30.0 	30.3 	 +  1	75 	 +  4	2270.25
