日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
112/01/10	540 南投市  	LB1 小白菜 土白菜 	26.0 	20.0 	12.0 	19.5 	 + 42	235 	 + 32	4587.2
112/01/10	540 南投市  	LH2 菠菜 角葉 	40.0 	33.0 	22.0 	32.6 	 + 18	114 	 - 11	3712.98
112/01/10	540 南投市  	LJ3 芥菜 大芥菜 	20.0 	19.0 	15.0 	18.7 	 + 11	384 	 +  5	7173.12
112/01/10	540 南投市  	OX1 其他  	200.0 	33.0 	10.0 	31.5 	 -  2	"3,714 "	 + 94	116879.58
112/01/10	540 南投市  	SE1 青蔥 日蔥 	50.0 	49.0 	46.0 	48.1 	 +  3	105 	 - 20	5046.3
112/01/10	540 南投市  	SG1 大蒜 硬梗 	96.0 	60.0 	30.0 	59.4 	 - 24	283 	 + 23	16810.2
112/01/10	540 南投市  	SQ3 茭白筍 去殼 	280.0 	222.0 	120.0 	221.0 	  -  	34 	  -  	7515.02
112/01/11	540 南投市  	FB2 花椰菜 白梗 	25.0 	24.5 	22.0 	24.3 	 - 30	339 	 - 24	8251.26
112/01/11	540 南投市  	FC1 胡瓜 黑刺 	38.0 	31.0 	21.0 	30.3 	  -  	244 	  -  	7395.64
112/01/11	540 南投市  	FD1 花胡瓜  	45.0 	33.0 	20.0 	32.2 	 - 22	268 	 - 52	8634.96
112/01/11	540 南投市  	FI2 茄子 麻荸茄 	30.0 	25.0 	22.0 	24.8 	 - 15	228 	 - 16	5656.68
112/01/11	540 南投市  	FJ1 番茄 黑柿 	50.0 	33.0 	10.0 	32.1 	 -  2	379 	 - 44	12162.11
112/01/11	540 南投市  	FK5 甜椒 青椒 	80.0 	47.0 	13.0 	46.7 	  -  	138 	  -  	6437.7
112/01/11	540 南投市  	FN2 敏豆 青豆 	120.0 	22.0 	10.0 	21.6 	 - 55	183 	 - 43	3947.31
112/01/11	540 南投市  	LA1 甘藍 初秋 	28.0 	25.0 	20.0 	23.9 	 +  5	"1,012 "	 -  7	24227.28
112/01/11	540 南投市  	LC1 包心白 包白 	22.0 	18.0 	12.0 	17.4 	  -  	592 	  -  	10300.8
112/01/11	540 南投市  	LH2 菠菜 角葉 	40.0 	36.0 	27.0 	35.8 	 + 10	139 	 + 22	4973.42
112/01/11	540 南投市  	OX1 其他  	280.0 	36.0 	6.0 	34.7 	 + 10	"2,302 "	 - 38	79787.32
112/01/11	540 南投市  	SA3 蘿蔔 矸仔 	20.0 	18.0 	11.0 	16.9 	  -  	550 	  -  	9300.5
112/01/11	540 南投市  	SG1 大蒜 硬梗 	80.0 	43.0 	25.0 	42.4 	 - 29	342 	 + 21	14514.48
112/01/12	540 南投市  	FB2 花椰菜 白梗 	70.0 	32.0 	25.0 	31.8 	 + 31	216 	 - 36	6868.8
112/01/12	540 南投市  	FD1 花胡瓜  	45.0 	32.0 	20.0 	31.7 	 -  1	227 	 - 15	7204.98
112/01/12	540 南投市  	FI2 茄子 麻荸茄 	22.0 	19.0 	15.0 	18.4 	 - 26	205 	 - 10	3776.1
112/01/12	540 南投市  	FJ1 番茄 黑柿 	50.0 	29.0 	20.0 	27.9 	 - 13	328 	 - 13	9161.04
112/01/12	540 南投市  	FK5 甜椒 青椒 	65.0 	54.0 	20.0 	53.4 	 + 14	105 	 - 24	5607
112/01/12	540 南投市  	FN2 敏豆 青豆 	135.0 	77.0 	30.0 	76.7 	 +255	51 	 - 72	3910.17
112/01/12	540 南投市  	LA1 甘藍 初秋 	30.0 	24.0 	17.0 	23.1 	 -  4	958 	 -  5	22110.64
112/01/12	540 南投市  	LB1 小白菜 土白菜 	17.0 	14.0 	10.0 	12.9 	  -  	139 	  -  	1798.66
112/01/12	540 南投市  	LH2 菠菜 角葉 	45.0 	37.0 	24.0 	35.5 	 -  1	159 	 + 14	5650.86
112/01/12	540 南投市  	LI3 萵苣菜 本島圓葉 	60.0 	23.0 	12.0 	22.1 	  -  	98 	  -  	2162.86
112/01/12	540 南投市  	LJ3 芥菜 大芥菜 	16.0 	13.0 	11.0 	12.9 	  -  	514 	  -  	6620.32
112/01/12	540 南投市  	OX1 其他  	70.0 	33.0 	6.0 	31.7 	 -  9	"2,670 "	 + 16	84532.2
112/01/12	540 南投市  	SA3 蘿蔔 矸仔 	20.0 	18.0 	10.0 	17.0 	 +  0	600 	 +  9	10182
112/01/12	540 南投市  	SG1 大蒜 硬梗 	80.0 	77.0 	70.0 	75.9 	 + 79	102 	 - 70	7739.76
112/01/13	540 南投市  	FB2 花椰菜 白梗 	70.0 	30.0 	23.0 	29.5 	 -  7	307 	 + 42	9041.15
112/01/13	540 南投市  	FD1 花胡瓜  	50.0 	36.0 	20.0 	35.2 	 + 11	254 	 + 12	8930.64
112/01/13	540 南投市  	FI2 茄子 麻荸茄 	29.0 	23.0 	18.0 	22.2 	 + 21	231 	 + 13	5137.44
112/01/13	540 南投市  	FJ1 番茄 黑柿 	40.0 	21.0 	5.0 	20.3 	 - 27	510 	 + 55	10363.2
112/01/13	540 南投市  	FN2 敏豆 青豆 	135.0 	15.0 	5.0 	14.4 	 - 81	182 	 +257	2628.08
112/01/13	540 南投市  	LA1 甘藍 初秋 	30.0 	24.0 	18.0 	23.9 	 +  3	"1,118 "	 + 17	26697.84
112/01/13	540 南投市  	LB1 小白菜 土白菜 	18.0 	14.0 	12.0 	13.7 	 +  6	126 	 -  9	1721.16
112/01/13	540 南投市  	LC1 包心白 包白 	21.0 	18.0 	17.0 	17.4 	  -  	375 	  -  	6517.5
112/01/13	540 南投市  	LH2 菠菜 角葉 	31.0 	29.0 	16.0 	28.5 	 - 20	274 	 + 72	7811.74
112/01/13	540 南投市  	LJ3 芥菜 大芥菜 	14.0 	13.0 	10.0 	12.7 	 -  2	291 	 - 43	3686.97
112/01/13	540 南投市  	OX1 其他  	150.0 	36.0 	4.0 	34.5 	 +  9	"2,547 "	 -  5	87973.38
112/01/13	540 南投市  	SA3 蘿蔔 矸仔 	20.0 	18.0 	10.0 	17.0 	 +  0	630 	 +  5	10697.4
112/01/13	540 南投市  	SG1 大蒜 硬梗 	97.0 	54.0 	30.0 	53.5 	 - 30	162 	 + 59	8665.38
112/01/13	540 南投市  	SH4 竹筍 孟宗筍 	500.0 	445.0 	430.0 	443.5 	  -  	139 	  -  	61645.11
112/01/13	540 南投市  	SQ3 茭白筍 去殼 	280.0 	240.0 	180.0 	236.9 	  -  	44 	  -  	10424.92
112/01/14	540 南投市  	FB2 花椰菜 白梗 	70.0 	38.0 	22.0 	37.3 	 + 26	200 	 - 35	7450
112/01/14	540 南投市  	FD1 花胡瓜  	50.0 	40.0 	25.0 	39.4 	 + 12	303 	 + 19	11938.2
112/01/14	540 南投市  	FG1 苦瓜 白大米 	56.0 	36.0 	12.0 	35.6 	  -  	256 	  -  	9105.92
112/01/14	540 南投市  	FI2 茄子 麻荸茄 	28.0 	20.0 	10.0 	18.9 	 - 15	380 	 + 65	7189.6
112/01/14	540 南投市  	FJ1 番茄 黑柿 	55.0 	25.0 	12.0 	24.4 	 + 20	476 	 -  7	11604.88
112/01/14	540 南投市  	FN2 敏豆 青豆 	145.0 	26.0 	10.0 	25.8 	 + 79	150 	 - 18	3874.5
112/01/14	540 南投市  	LA1 甘藍 初秋 	30.0 	19.0 	10.0 	18.9 	 - 21	"1,511 "	 + 35	28618.34
112/01/14	540 南投市  	LB1 小白菜 土白菜 	13.0 	11.0 	9.0 	10.6 	 - 22	139 	 + 10	1476.18
112/01/14	540 南投市  	LC1 包心白 包白 	16.0 	15.0 	12.0 	13.9 	 - 20	416 	 + 11	5799.04
112/01/14	540 南投市  	LH2 菠菜 角葉 	34.0 	22.0 	13.0 	21.9 	 - 23	309 	 + 13	6754.74
112/01/14	540 南投市  	LI3 萵苣菜 本島圓葉 	60.0 	26.0 	11.0 	25.4 	  -  	82 	  -  	2078.7
112/01/14	540 南投市  	OX1 其他  	180.0 	34.0 	5.0 	32.4 	 -  6	"2,356 "	 -  7	76263.72
112/01/14	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	15.0 	8.0 	14.0 	 - 17	673 	 +  7	9442.19
112/01/14	540 南投市  	SG1 大蒜 硬梗 	100.0 	59.0 	30.0 	58.8 	 + 10	161 	 -  1	9473.24
112/01/14	540 南投市  	SH4 竹筍 孟宗筍 	480.0 	466.0 	460.0 	464.1 	 +  5	95 	 - 32	44092.35
112/01/14	540 南投市  	SQ3 茭白筍 去殼 	280.0 	227.0 	100.0 	226.0 	 -  5	58 	 + 32	13109.16
112/01/15	540 南投市  	FB2 花椰菜 白梗 	70.0 	31.0 	23.0 	30.2 	 - 19	359 	 + 80	10852.57
112/01/15	540 南投市  	FD1 花胡瓜  	50.0 	43.0 	27.0 	41.8 	 +  6	289 	 -  5	12065.75
112/01/15	540 南投市  	FG1 苦瓜 白大米 	21.0 	20.5 	20.0 	20.4 	 - 43	339 	 + 32	6905.43
112/01/15	540 南投市  	FI2 茄子 麻荸茄 	34.0 	20.0 	10.0 	18.9 	    0	328 	 - 14	6205.76
112/01/15	540 南投市  	FJ1 番茄 黑柿 	55.0 	31.0 	6.5 	30.3 	 + 24	433 	 -  9	13098.25
112/01/15	540 南投市  	FN2 敏豆 青豆 	135.0 	27.0 	5.0 	25.1 	 -  3	194 	 + 29	4875.22
112/01/15	540 南投市  	LA1 甘藍 初秋 	30.0 	20.0 	10.0 	18.2 	 -  4	"1,560 "	 +  3	28407.6
112/01/15	540 南投市  	LB1 小白菜 土白菜 	10.0 	9.5 	8.0 	9.1 	 - 14	101 	 - 27	920.11
112/01/15	540 南投市  	LC1 包心白 包白 	16.0 	15.0 	13.0 	14.0 	 +  0	316 	 - 24	4414.52
112/01/15	540 南投市  	LH2 菠菜 角葉 	31.0 	20.0 	13.0 	19.2 	 - 12	322 	 +  4	6182.4
112/01/15	540 南投市  	OX1 其他  	180.0 	34.0 	8.0 	32.6 	 +  1	"2,570 "	 +  9	83730.6
112/01/15	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	17.5 	10.0 	16.9 	 + 21	697 	 +  4	11800.21
112/01/15	540 南投市  	SG1 大蒜 硬梗 	115.0 	77.0 	35.0 	75.6 	 + 28	170 	 +  6	12848.6
112/01/15	540 南投市  	SH4 竹筍 孟宗筍 	510.0 	468.0 	400.0 	466.6 	 +  1	86 	 -  9	40125.02
112/01/15	540 南投市  	SQ3 茭白筍 去殼 	280.0 	258.0 	110.0 	256.8 	 + 14	47 	 - 19	12070.07
112/01/17	540 南投市  	FB2 花椰菜 白梗 	70.0 	26.0 	15.0 	25.8 	 - 15	381 	 +  6	9833.61
112/01/17	540 南投市  	FD1 花胡瓜  	50.0 	44.0 	30.0 	43.2 	 +  3	220 	 - 24	9499.6
112/01/17	540 南投市  	FG1 苦瓜 白大米 	25.0 	14.0 	7.0 	13.0 	 - 36	408 	 + 20	5312.16
112/01/17	540 南投市  	FI2 茄子 麻荸茄 	30.0 	14.0 	8.0 	13.2 	 - 30	253 	 - 23	3342.13
112/01/17	540 南投市  	FJ1 番茄 黑柿 	60.0 	33.0 	7.0 	32.8 	 +  8	406 	 -  6	13320.86
112/01/17	540 南投市  	FN2 敏豆 青豆 	150.0 	117.0 	100.0 	115.8 	 +361	30 	 - 85	3474.9
112/01/17	540 南投市  	LA1 甘藍 初秋 	30.0 	17.0 	6.0 	16.2 	 - 11	"1,731 "	 + 11	27972.96
112/01/17	540 南投市  	LB1 小白菜 土白菜 	15.0 	8.0 	3.0 	7.6 	 - 16	112 	 + 11	853.44
112/01/17	540 南投市  	LC1 包心白 包白 	14.0 	13.0 	10.0 	12.8 	 -  9	224 	 - 29	2856
112/01/17	540 南投市  	LH2 菠菜 角葉 	30.0 	23.0 	15.0 	22.9 	 + 19	239 	 - 26	5463.54
112/01/17	540 南投市  	LI3 萵苣菜 本島圓葉 	50.0 	19.0 	10.0 	18.2 	  -  	106 	  -  	1926.02
112/01/17	540 南投市  	LJ3 芥菜 大芥菜 	17.0 	16.0 	10.0 	15.8 	  -  	365 	  -  	5781.6
112/01/17	540 南投市  	OX1 其他  	180.0 	32.0 	5.0 	30.1 	 -  8	"3,751 "	 + 46	112980.12
112/01/17	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	14.0 	5.0 	13.5 	 - 20	"1,509 "	 +116	20341.32
112/01/17	540 南投市  	SE1 青蔥 日蔥 	56.0 	52.0 	50.0 	51.6 	  -  	81 	  -  	4176.36
112/01/17	540 南投市  	SG1 大蒜 硬梗 	115.0 	77.0 	40.0 	76.4 	 +  1	326 	 + 92	24906.4
112/01/17	540 南投市  	SH4 竹筍 孟宗筍 	490.0 	460.0 	445.0 	457.9 	 -  2	94 	 +  9	43037.9
112/01/17	540 南投市  	SQ3 茭白筍 去殼 	290.0 	226.0 	130.0 	224.6 	 - 13	54 	 + 15	12130.02
112/01/18	540 南投市  	FB2 花椰菜 白梗 	30.0 	27.0 	20.0 	26.5 	 +  3	453 	 + 19	11990.91
112/01/18	540 南投市  	FG1 苦瓜 白大米 	46.0 	39.0 	12.0 	38.2 	 +194	123 	 - 70	4703.52
112/01/18	540 南投市  	FI2 茄子 麻荸茄 	25.0 	8.0 	3.0 	7.7 	 - 42	637 	 +152	4898.53
112/01/18	540 南投市  	FJ1 番茄 黑柿 	55.0 	31.0 	5.0 	30.8 	 -  6	132 	 - 67	4064.28
112/01/18	540 南投市  	FK4 甜椒 彩色種 	80.0 	21.0 	5.0 	20.0 	  -  	465 	  -  	9318.6
112/01/18	540 南投市  	FN2 敏豆 青豆 	230.0 	33.0 	4.0 	31.4 	 - 73	176 	 +487	5524.64
112/01/18	540 南投市  	LA1 甘藍 初秋 	30.0 	19.0 	5.0 	18.1 	 + 12	"1,862 "	 +  8	33664.96
112/01/18	540 南投市  	LB1 小白菜 土白菜 	15.0 	10.0 	4.0 	9.5 	 + 25	126 	 + 13	1195.74
112/01/18	540 南投市  	LC1 包心白 包白 	12.0 	11.0 	6.0 	10.5 	 - 18	425 	 + 90	4454
112/01/18	540 南投市  	LH2 菠菜 角葉 	35.0 	24.0 	13.0 	23.2 	 +  2	293 	 + 23	6800.53
112/01/18	540 南投市  	LI3 萵苣菜 本島圓葉 	15.0 	10.0 	2.0 	9.3 	 - 49	59 	 - 44	549.88
112/01/18	540 南投市  	LJ3 芥菜 大芥菜 	18.0 	17.5 	16.0 	17.1 	 +  8	493 	 + 35	8430.3
112/01/18	540 南投市  	OX1 其他  	130.0 	31.0 	6.0 	29.1 	 -  3	"2,609 "	 - 30	75947.99
112/01/18	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	16.0 	6.0 	15.1 	 + 12	"1,165 "	 - 23	17614.8
112/01/18	540 南投市  	SG1 大蒜 硬梗 	90.0 	57.0 	18.0 	56.2 	 - 26	840 	 +158	47199.6
112/01/18	540 南投市  	SH4 竹筍 孟宗筍 	430.0 	400.0 	350.0 	397.7 	 - 13	87 	 -  7	34599.9
112/01/18	540 南投市  	SQ3 茭白筍 去殼 	290.0 	256.0 	115.0 	255.2 	 + 14	44 	 - 19	11230.12
112/01/19	540 南投市  	FB2 花椰菜 白梗 	60.0 	25.0 	17.0 	24.2 	 -  9	645 	 + 42	15602.55
112/01/19	540 南投市  	FC1 胡瓜 黑刺 	48.0 	41.0 	14.0 	40.3 	  -  	273 	  -  	10990.98
112/01/19	540 南投市  	FG1 苦瓜 白大米 	46.0 	20.0 	5.0 	19.9 	 - 48	224 	 + 82	4455.36
112/01/19	540 南投市  	FJ3 番茄 牛番茄 	65.0 	35.0 	15.0 	34.8 	  -  	148 	  -  	5143
112/01/19	540 南投市  	FK5 甜椒 青椒 	80.0 	43.0 	10.0 	42.6 	  -  	136 	  -  	5792.24
112/01/19	540 南投市  	LA1 甘藍 初秋 	30.0 	17.0 	9.5 	15.8 	 - 12	"1,155 "	 - 38	18283.65
112/01/19	540 南投市  	LC1 包心白 包白 	13.0 	12.0 	6.0 	11.1 	 +  6	528 	 + 24	5839.68
112/01/19	540 南投市  	LH2 菠菜 角葉 	35.0 	23.0 	15.0 	22.9 	 -  2	204 	 - 30	4661.4
112/01/19	540 南投市  	LJ3 芥菜 大芥菜 	25.0 	24.0 	20.0 	23.5 	 + 37	381 	 - 23	8942.07
112/01/19	540 南投市  	OX1 其他  	210.0 	34.0 	5.0 	32.3 	 + 11	"3,437 "	 + 32	110946.36
112/01/19	540 南投市  	SA3 蘿蔔 矸仔 	22.0 	16.0 	10.0 	15.0 	 -  1	"2,290 "	 + 97	34258.4
112/01/19	540 南投市  	SG1 大蒜 硬梗 	100.0 	58.0 	18.0 	57.5 	 +  2	941 	 + 12	54088.68
112/01/19	540 南投市  	SH4 竹筍 孟宗筍 	440.0 	375.0 	310.0 	373.5 	 -  6	164 	 + 89	61250.72
112/01/19	540 南投市  	SQ3 茭白筍 去殼 	290.0 	250.0 	30.0 	248.1 	 -  3	74 	 + 68	18360.14
112/01/20	540 南投市  	FB2 花椰菜 白梗 	23.0 	18.0 	11.0 	17.2 	 - 29	723 	 + 12	12428.37
112/01/20	540 南投市  	FC1 胡瓜 黑刺 	40.0 	32.0 	12.0 	31.1 	 - 23	208 	 - 24	6472.96
112/01/20	540 南投市  	FD1 花胡瓜  	110.0 	83.0 	55.0 	81.2 	  -  	255 	  -  	20700.9
112/01/20	540 南投市  	FG1 苦瓜 白大米 	20.0 	7.0 	4.0 	6.6 	 - 67	449 	 +100	2945.44
112/01/20	540 南投市  	FI2 茄子 麻荸茄 	9.0 	5.0 	3.0 	4.8 	  -  	165 	  -  	795.3
112/01/20	540 南投市  	FJ3 番茄 牛番茄 	65.0 	39.0 	15.0 	37.9 	 +  9	85 	 - 43	3223.2
112/01/20	540 南投市  	FK5 甜椒 青椒 	42.0 	39.0 	6.5 	28.6 	 - 33	167 	 + 23	4782.88
112/01/20	540 南投市  	FN2 敏豆 青豆 	230.0 	193.0 	20.0 	192.0 	  -  	61 	  -  	11710.17
112/01/20	540 南投市  	LA1 甘藍 初秋 	32.0 	30.0 	18.0 	29.0 	 + 83	753 	 - 35	21867.12
112/01/20	540 南投市  	LC1 包心白 包白 	20.0 	19.9 	18.0 	19.7 	 + 78	263 	 - 50	5188.99
112/01/20	540 南投市  	LJ3 芥菜 大芥菜 	35.0 	32.0 	30.0 	31.5 	 + 34	747 	 + 96	23523.03
112/01/20	540 南投市  	OX1 其他  	210.0 	38.0 	6.0 	36.2 	 + 12	"2,839 "	 - 17	102629.85
112/01/20	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	16.0 	10.0 	15.8 	 +  6	"2,810 "	 + 23	44510.4
112/01/20	540 南投市  	SG1 大蒜 硬梗 	110.0 	80.0 	30.0 	79.3 	 + 38	690 	 - 27	54696.3
112/01/20	540 南投市  	SH4 竹筍 孟宗筍 	500.0 	435.0 	350.0 	432.0 	 + 16	186 	 + 13	80348.28
112/01/20	540 南投市  	SQ3 茭白筍 去殼 	290.0 	260.0 	130.0 	258.6 	 +  4	59 	 - 20	15259.76
112/01/21	540 南投市  	FB2 花椰菜 白梗 	20.0 	11.0 	9.0 	10.4 	 - 40	"1,202 "	 + 66	12464.74
112/01/21	540 南投市  	FC1 胡瓜 黑刺 	30.0 	21.0 	4.0 	20.3 	 - 35	162 	 - 22	3280.5
112/01/21	540 南投市  	FD1 花胡瓜  	110.0 	83.0 	65.0 	82.7 	 +  2	115 	 - 55	9504.75
112/01/21	540 南投市  	FN2 敏豆 青豆 	230.0 	73.0 	13.0 	72.7 	 - 62	103 	 + 69	7486.04
112/01/21	540 南投市  	LA1 甘藍 初秋 	38.0 	35.0 	30.0 	34.3 	 + 18	528 	 - 30	18089.28
112/01/21	540 南投市  	OX1 其他  	270.0 	44.0 	7.5 	42.5 	 + 18	"1,723 "	 - 39	73279.19
112/01/21	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	18.0 	18.0 	18.0 	 + 14	"1,610 "	 - 43	28980
112/01/21	540 南投市  	SH4 竹筍 孟宗筍 	500.0 	390.0 	290.0 	387.0 	 - 10	200 	 +  8	77400
112/01/27	540 南投市  	FB2 花椰菜 白梗 	20.0 	11.0 	5.0 	10.7 	 +  3	"1,557 "	 + 30	16675.47
112/01/27	540 南投市  	FD1 花胡瓜  	100.0 	70.0 	12.0 	69.2 	 - 16	154 	 + 34	10652.18
112/01/27	540 南投市  	FJ3 番茄 牛番茄 	60.0 	28.0 	16.0 	27.8 	  -  	287 	  -  	7987.21
112/01/27	540 南投市  	FN2 敏豆 青豆 	220.0 	115.0 	30.0 	113.4 	 + 56	53 	 - 49	6010.2
112/01/27	540 南投市  	LA1 甘藍 初秋 	35.0 	28.0 	10.0 	27.3 	 - 20	"1,056 "	 +100	28818.24
112/01/27	540 南投市  	OX1 其他  	340.0 	35.0 	12.0 	33.4 	 - 21	"3,163 "	 + 84	105707.46
112/01/27	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	16.0 	8.0 	15.3 	 - 15	700 	 - 57	10710
112/01/27	540 南投市  	SG1 大蒜 硬梗 	85.0 	51.0 	20.0 	50.4 	  -  	517 	  -  	26036.12
112/01/27	540 南投市  	SQ3 茭白筍 去殼 	290.0 	257.0 	130.0 	255.1 	  -  	35 	  -  	8929.9
112/01/28	540 南投市  	FB2 花椰菜 白梗 	22.0 	12.0 	7.0 	11.2 	 +  5	"1,968 "	 + 26	22080.96
112/01/28	540 南投市  	FC1 胡瓜 黑刺 	39.0 	36.0 	25.0 	35.9 	  -  	272 	  -  	9753.92
112/01/28	540 南投市  	FI2 茄子 麻荸茄 	35.0 	15.0 	10.0 	14.8 	  -  	326 	  -  	4834.58
112/01/28	540 南投市  	FN2 敏豆 青豆 	220.0 	154.0 	30.0 	152.3 	 + 34	44 	 - 17	6699.88
112/01/28	540 南投市  	LA1 甘藍 初秋 	35.0 	26.0 	20.0 	25.3 	 -  7	"1,669 "	 + 58	42259.08
112/01/28	540 南投市  	LC1 包心白 包白 	16.0 	13.0 	12.0 	12.7 	  -  	550 	  -  	6957.5
112/01/28	540 南投市  	LH2 菠菜 角葉 	40.0 	37.0 	30.0 	36.3 	  -  	241 	  -  	8745.89
112/01/28	540 南投市  	OX1 其他  	280.0 	41.0 	8.0 	39.2 	 + 17	"2,772 "	 - 12	108523.8
112/01/28	540 南投市  	SG1 大蒜 硬梗 	87.0 	63.0 	42.0 	61.9 	 + 23	296 	 - 43	18310.56
112/01/29	540 南投市  	FB2 花椰菜 白梗 	27.0 	13.0 	5.0 	11.9 	 +  6	"1,447 "	 - 26	17277.18
112/01/29	540 南投市  	FC1 胡瓜 黑刺 	30.0 	26.0 	20.0 	25.7 	 - 28	155 	 - 43	3980.4
112/01/29	540 南投市  	FD1 花胡瓜  	85.0 	80.0 	40.0 	79.2 	  -  	171 	  -  	13550.04
112/01/29	540 南投市  	FI2 茄子 麻荸茄 	25.0 	21.0 	9.0 	20.1 	 + 35	226 	 - 31	4531.3
112/01/29	540 南投市  	FN2 敏豆 青豆 	225.0 	170.0 	50.0 	169.3 	 + 11	63 	 + 43	10665.27
112/01/29	540 南投市  	LA1 甘藍 初秋 	32.0 	19.0 	5.0 	18.7 	 - 26	"1,395 "	 - 16	26072.55
112/01/29	540 南投市  	LC1 包心白 包白 	13.0 	12.5 	3.0 	12.3 	 -  3	609 	 + 11	7466.34
112/01/29	540 南投市  	OX1 其他  	110.0 	34.0 	3.0 	32.2 	 - 18	"1,980 "	 - 29	63795.6
112/01/29	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	17.0 	8.0 	16.5 	  -  	620 	  -  	10199
112/01/29	540 南投市  	SG1 大蒜 硬梗 	85.0 	66.0 	50.0 	65.4 	 +  6	276 	 -  7	18053.16
112/01/29	540 南投市  	SQ3 茭白筍 去殼 	290.0 	248.0 	130.0 	246.4 	  -  	42 	  -  	10350.06
112/01/31	540 南投市  	FB2 花椰菜 白梗 	16.0 	9.0 	2.0 	8.8 	 - 27	"1,635 "	 + 13	14306.25
112/01/31	540 南投市  	FC1 胡瓜 黑刺 	30.0 	26.0 	15.0 	25.2 	 -  2	334 	 +115	8430.16
112/01/31	540 南投市  	FI2 茄子 麻荸茄 	37.0 	30.0 	20.0 	29.7 	 + 48	83 	 - 63	2466.76
112/01/31	540 南投市  	FJ1 番茄 黑柿 	70.0 	41.0 	32.0 	40.2 	  -  	276 	  -  	11084.16
112/01/31	540 南投市  	LA1 甘藍 初秋 	35.0 	20.0 	7.0 	19.5 	 +  4	945 	 - 32	18408.6
112/01/31	540 南投市  	LC1 包心白 包白 	15.0 	14.9 	11.0 	14.7 	 + 20	985 	 + 62	14479.5
112/01/31	540 南投市  	OX1 其他  	100.0 	37.0 	3.0 	35.0 	 +  9	"2,547 "	 + 29	89246.88
112/01/31	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	14.0 	7.0 	13.1 	 - 20	751 	 + 21	9868.14
112/01/31	540 南投市  	SG1 大蒜 硬梗 	62.0 	57.0 	30.0 	56.9 	 - 13	361 	 + 31	20526.46
112/01/31	540 南投市  	SQ3 茭白筍 去殼 	290.0 	229.0 	100.0 	227.4 	 -  8	35 	 - 17	7960.05
112/02/01	540 南投市  	FB2 花椰菜 白梗 	27.0 	14.0 	6.0 	13.2 	 + 51	873 	 - 47	11506.14
112/02/01	540 南投市  	FC1 胡瓜 黑刺 	23.0 	21.0 	18.0 	20.6 	 - 19	353 	 +  6	7261.21
112/02/01	540 南投市  	FJ3 番茄 牛番茄 	65.0 	35.0 	27.0 	34.1 	  -  	116 	  -  	3956.76
112/02/01	540 南投市  	FK5 甜椒 青椒 	75.0 	34.0 	25.0 	33.2 	  -  	196 	  -  	6501.32
112/02/01	540 南投市  	FN2 敏豆 青豆 	250.0 	180.0 	60.0 	179.2 	  -  	38 	  -  	6809.98
112/02/01	540 南投市  	LA1 甘藍 初秋 	35.0 	30.0 	18.0 	29.3 	 + 50	890 	 -  6	26059.2
112/02/01	540 南投市  	OX1 其他  	290.0 	39.0 	6.0 	37.4 	 +  7	"2,252 "	 - 12	84269.84
112/02/01	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	14.0 	7.0 	13.0 	 -  1	650 	 - 13	8443.5
112/02/01	540 南投市  	SG1 大蒜 硬梗 	75.0 	48.0 	33.0 	47.1 	 - 17	176 	 - 51	8293.12
112/02/02	540 南投市  	FB2 花椰菜 白梗 	20.0 	19.5 	10.0 	19.1 	 + 45	518 	 - 41	9888.62
112/02/02	540 南投市  	FD1 花胡瓜  	85.0 	82.0 	60.0 	81.0 	  -  	148 	  -  	11985.04
112/02/02	540 南投市  	FJ3 番茄 牛番茄 	43.0 	35.0 	20.0 	33.9 	 -  1	284 	 +145	9624.76
112/02/02	540 南投市  	FK5 甜椒 青椒 	42.0 	40.0 	32.0 	39.9 	 + 20	128 	 - 35	5102.08
112/02/02	540 南投市  	LA1 甘藍 初秋 	35.0 	30.0 	20.0 	29.1 	 -  1	479 	 - 46	13929.32
112/02/02	540 南投市  	OX1 其他  	250.0 	32.0 	10.0 	30.4 	 - 19	"1,781 "	 - 21	54124.59
112/02/02	540 南投市  	SA3 蘿蔔 矸仔 	18.0 	14.0 	8.0 	13.5 	 +  4	600 	 -  8	8100
112/02/02	540 南投市  	SE1 青蔥 日蔥 	53.0 	52.0 	51.0 	51.6 	  -  	84 	  -  	4337.76
112/02/02	540 南投市  	SG1 大蒜 硬梗 	60.0 	44.0 	40.0 	43.5 	 -  8	109 	 - 38	4740.41
112/02/02	540 南投市  	SH4 竹筍 孟宗筍 	300.0 	285.0 	270.0 	283.6 	  -  	61 	  -  	17300.21
112/02/02	540 南投市  	SQ3 茭白筍 去殼 	290.0 	240.0 	130.0 	238.3 	  -  	23 	  -  	5479.98
