日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
111/06/29	800 高雄市	F1 雜柑 檸檬 	40.0 	36.6 	35.0 	37.0 	 +  1	330 	 - 70	12210
111/06/29	800 高雄市	F4 雜柑 桔子 	65.0 	63.9 	60.0 	63.3 	 +  1	60 	 - 60	3798
111/06/29	800 高雄市	G2 黃金果  	140.0 	140.0 	140.0 	140.0 	 + 40	300 	 +400	42000
111/06/29	800 高雄市	G3 酪梨  	93.1 	84.4 	83.3 	85.9 	 + 16	88 	 - 98	7559.2
111/06/29	800 高雄市	G49 奇異果 進口 	200.0 	152.1 	109.4 	153.1 	 -  9	"1,767 "	 + 72	270527.7
111/06/29	800 高雄市	G9 波蘿蜜  	11.0 	11.0 	11.0 	11.0 	  -  	20 	  -  	220
111/06/29	800 高雄市	H49 葡萄柚 紅肉進口 	41.7 	38.0 	33.3 	37.8 	  -  	"1,368 "	  -  	51710.4
111/06/29	800 高雄市	I1 木瓜 網室紅肉 	40.0 	33.6 	29.6 	34.1 	    0	"1,692 "	 - 87	57697.2
111/06/29	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	23.5 	24.7 	 -  1	402 	 - 85	9929.4
111/06/29	800 高雄市	J2 荔枝 黑葉 	80.4 	63.6 	60.0 	66.2 	 - 13	"1,476 "	 + 63	97711.2
111/06/29	800 高雄市	J3 荔枝 糯米 	285.0 	270.0 	200.0 	259.0 	 +  4	300 	 +400	77700
111/06/29	800 高雄市	J4 荔枝 竹葉黑 	76.7 	60.0 	60.0 	63.3 	 +  1	216 	 - 27	13672.8
111/06/29	800 高雄市	N0 李 其他 	101.5 	73.9 	53.2 	75.3 	 + 16	"1,356 "	 - 52	102106.8
111/06/29	800 高雄市	O4 梨 新興梨 	108.4 	76.0 	70.0 	81.3 	 -  1	"2,476 "	 - 43	201298.8
111/06/29	800 高雄市	O5 梨 豐水梨 	150.0 	150.0 	150.0 	150.0 	 +999	500 	 +843	75000
111/06/29	800 高雄市	P1 番石榴 珍珠芭 	44.3 	36.0 	35.0 	37.4 	 -  3	876 	 - 79	32762.4
111/06/29	800 高雄市	Q2 蓮霧 子彈型 	50.0 	35.5 	30.0 	37.3 	 - 16	198 	 - 61	7385.4
111/06/29	800 高雄市	R1 芒果 愛文 	104.3 	58.1 	40.7 	63.9 	 - 17	"1,050 "	 - 66	67095
111/06/29	800 高雄市	R6 芒果 金煌 	67.7 	45.7 	30.3 	47.0 	 +  0	"2,688 "	 - 45	126336
111/06/29	800 高雄市	S1 葡萄 巨峰 	117.3 	81.6 	48.4 	82.1 	 -  8	"1,402 "	 - 34	115104.2
111/06/29	800 高雄市	S9 葡萄 進口 	301.4 	111.4 	88.9 	144.9 	 + 15	825 	 - 12	119542.5
111/06/29	800 高雄市	T1 西瓜 大西瓜 	20.0 	20.0 	20.0 	20.0 	 - 26	"4,350 "	 - 85	87000
111/06/29	800 高雄市	T3 西瓜 黑美人 	25.0 	25.0 	25.0 	25.0 	  -  	400 	  -  	10000
111/06/29	800 高雄市	V1 甜瓜 美濃 	50.0 	45.0 	40.0 	45.0 	 + 25	400 	    0	18000
111/06/29	800 高雄市	W2 洋香瓜 網狀綠肉 	60.0 	41.6 	30.0 	43.0 	 -  1	444 	 - 76	19092
111/06/29	800 高雄市	X69 蘋果 富士進口 	113.4 	66.7 	62.9 	75.3 	 -  2	"13,540 "	 + 21	1019562
111/06/29	800 高雄市	Y0 桃子 其他 	60.0 	60.0 	60.0 	60.0 	 +  9	145 	 - 38	8700
111/06/29	800 高雄市	Y2 桃子 鶯歌桃 	90.0 	83.3 	80.0 	84.0 	 +  1	300 	 - 50	25200
111/06/29	800 高雄市	Y9 桃子 進口 	459.7 	335.1 	295.5 	352.1 	 +  4	"1,770 "	 +  9	623217
111/06/30	800 高雄市	51 百香果 改良種 	79.4 	50.7 	32.9 	52.9 	 -  4	"1,391 "	 -  4	73583.9
111/06/30	800 高雄市	72 小番茄 聖女 	70.0 	67.0 	60.0 	66.2 	 +  2	446 	 + 19	29525.2
111/06/30	800 高雄市	811 火龍果 白肉 	26.0 	18.7 	12.5 	18.9 	 + 15	832 	 - 41	15724.8
111/06/30	800 高雄市	812 火龍果 紅肉 	56.7 	37.9 	20.2 	38.1 	 + 14	"5,977 "	 - 43	227723.7
111/06/30	800 高雄市	839 櫻桃 進口 	742.7 	591.6 	520.0 	607.5 	 +  5	375 	 - 12	227812.5
111/06/30	800 高雄市	859 榴槤 進口 	150.0 	135.9 	116.7 	134.9 	 +  2	"1,152 "	 + 33	155404.8
111/06/30	800 高雄市	91 其他  	40.0 	37.0 	28.1 	35.8 	 + 29	827 	 - 48	29606.6
111/06/30	800 高雄市	919 其他 進口 	60.0 	60.0 	60.0 	60.0 	    0	600 	    0	36000
111/06/30	800 高雄市	A1 香蕉  	48.1 	38.1 	30.0 	38.5 	    0	"1,200 "	 - 63	46200
111/06/30	800 高雄市	B0 鳳梨 其他 	25.0 	22.0 	20.0 	22.2 	  -  	720 	  -  	15984
111/06/30	800 高雄市	B2 鳳梨 金鑽鳳梨 	36.0 	28.3 	20.0 	28.2 	 + 17	"3,916 "	 - 26	110431.2
111/06/30	800 高雄市	C9 椪柑 進口 	140.0 	123.3 	90.0 	120.0 	 -  2	250 	 - 53	30000
111/06/30	800 高雄市	E9 甜橙 進口 	75.0 	65.3 	61.1 	66.4 	 -  4	"1,044 "	 - 36	69321.6
111/06/30	800 高雄市	F1 雜柑 檸檬 	40.0 	32.3 	25.0 	32.4 	 - 12	800 	 +142	25920
111/06/30	800 高雄市	F4 雜柑 桔子 	65.0 	55.7 	50.0 	56.4 	 - 11	430 	 +617	24252
111/06/30	800 高雄市	G2 黃金果  	120.0 	98.6 	80.0 	99.1 	 - 29	117 	 - 61	11594.7
111/06/30	800 高雄市	G3 酪梨  	80.0 	74.4 	46.0 	69.9 	 - 19	564 	 +541	39423.6
111/06/30	800 高雄市	G49 奇異果 進口 	200.0 	147.1 	106.7 	149.6 	 -  2	885 	 - 50	132396
111/06/30	800 高雄市	H49 葡萄柚 紅肉進口 	45.6 	44.0 	40.0 	43.5 	 + 15	288 	 - 79	12528
111/06/30	800 高雄市	I1 木瓜 網室紅肉 	40.0 	34.2 	28.8 	34.3 	 +  1	"4,661 "	 +175	159872.3
111/06/30	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	 +  1	900 	 +124	22500
111/06/30	800 高雄市	J2 荔枝 黑葉 	74.4 	62.2 	60.0 	64.2 	 -  3	"1,026 "	 - 30	65869.2
111/06/30	800 高雄市	J3 荔枝 糯米 	250.0 	216.7 	200.0 	220.0 	 - 15	120 	 - 60	26400
111/06/30	800 高雄市	J4 荔枝 竹葉黑 	91.6 	60.0 	60.0 	66.3 	 +  5	342 	 + 58	22674.6
111/06/30	800 高雄市	N0 李 其他 	112.9 	89.0 	70.0 	90.0 	 + 20	372 	 - 73	33480
111/06/30	800 高雄市	N9 李 進口 	260.0 	260.0 	260.0 	260.0 	  -  	30 	  -  	7800
111/06/30	800 高雄市	O4 梨 新興梨 	109.4 	77.7 	68.9 	82.3 	 +  1	"2,782 "	 + 12	228958.6
111/06/30	800 高雄市	P1 番石榴 珍珠芭 	50.0 	41.2 	35.0 	41.7 	 + 11	882 	 +  1	36779.4
111/06/30	800 高雄市	Q1 蓮霧 紅蓮霧 	60.0 	60.0 	60.0 	60.0 	  -  	12 	  -  	720
111/06/30	800 高雄市	Q2 蓮霧 子彈型 	50.0 	34.4 	30.0 	36.7 	 -  2	270 	 + 36	9909
111/06/30	800 高雄市	R1 芒果 愛文 	109.3 	74.6 	41.4 	74.9 	 + 17	"1,575 "	 + 50	117967.5
111/06/30	800 高雄市	R2 芒果 玉文 	85.0 	67.7 	60.0 	69.6 	  -  	520 	  -  	36192
111/06/30	800 高雄市	R3 芒果 本島 	100.0 	76.7 	70.0 	80.0 	  -  	108 	  -  	8640
111/06/30	800 高雄市	R6 芒果 金煌 	57.5 	37.8 	30.0 	40.2 	 - 14	"1,532 "	 - 43	61586.4
111/06/30	800 高雄市	S1 葡萄 巨峰 	119.1 	91.1 	52.9 	89.1 	 +  9	"1,290 "	 -  8	114939
111/06/30	800 高雄市	S9 葡萄 進口 	281.0 	99.3 	77.8 	131.4 	 -  9	767 	 -  7	100783.8
111/06/30	800 高雄市	T1 西瓜 大西瓜 	32.4 	24.8 	20.0 	25.4 	 + 27	"8,780 "	 +102	223012
111/06/30	800 高雄市	T3 西瓜 黑美人 	30.0 	23.3 	20.0 	24.0 	 -  4	"1,000 "	 +150	24000
111/06/30	800 高雄市	T5 西瓜 黃肉 	35.0 	28.3 	25.0 	29.0 	  -  	500 	  -  	14500
111/06/30	800 高雄市	V1 甜瓜 美濃 	60.0 	56.9 	50.0 	56.2 	 + 25	260 	 - 35	14612
111/06/30	800 高雄市	X69 蘋果 富士進口 	99.9 	66.6 	59.1 	71.8 	 -  5	"13,241 "	 -  2	950703.8
111/06/30	800 高雄市	Y0 桃子 其他 	60.0 	60.0 	60.0 	60.0 	    0	300 	 +107	18000
111/06/30	800 高雄市	Y2 桃子 鶯歌桃 	100.0 	87.8 	80.0 	88.7 	 +  6	345 	 + 15	30601.5
111/06/30	800 高雄市	Y9 桃子 進口 	440.3 	343.4 	313.4 	356.8 	 +  1	"1,359 "	 - 23	484891.2
111/07/01	800 高雄市	51 百香果 改良種 	78.6 	52.0 	37.1 	54.3 	 +  3	949 	 - 32	51530.7
111/07/01	800 高雄市	72 小番茄 聖女 	70.0 	63.9 	60.0 	64.3 	 -  3	442 	 -  1	28420.6
111/07/01	800 高雄市	811 火龍果 白肉 	25.4 	18.1 	14.0 	18.7 	 -  1	792 	 -  5	14810.4
111/07/01	800 高雄市	812 火龍果 紅肉 	50.0 	41.6 	22.4 	39.5 	 +  4	"3,241 "	 - 46	128019.5
111/07/01	800 高雄市	839 櫻桃 進口 	674.7 	567.2 	460.0 	567.3 	 -  7	339 	 - 10	192314.7
111/07/01	800 高雄市	859 榴槤 進口 	141.7 	117.5 	100.0 	118.9 	 - 12	912 	 - 21	108436.8
111/07/01	800 高雄市	91 其他  	40.0 	37.8 	31.1 	36.9 	 +  3	"1,209 "	 + 46	44612.1
111/07/01	800 高雄市	A1 香蕉  	48.0 	38.0 	28.0 	38.0 	 -  1	"1,900 "	 + 58	72200
111/07/01	800 高雄市	B1 鳳梨 開英 	11.1 	10.8 	10.5 	10.8 	  -  	37 	  -  	399.6
111/07/01	800 高雄市	B2 鳳梨 金鑽鳳梨 	35.0 	30.3 	21.3 	29.4 	 +  4	"6,072 "	 + 55	178516.8
111/07/01	800 高雄市	C9 椪柑 進口 	139.1 	129.2 	90.0 	123.3 	 +  3	330 	 + 32	40689
111/07/01	800 高雄市	E9 甜橙 進口 	75.1 	68.5 	66.7 	69.5 	 +  5	"1,800 "	 + 72	125100
111/07/01	800 高雄市	F1 雜柑 檸檬 	40.0 	30.5 	25.0 	31.3 	 -  3	430 	 - 46	13459
111/07/01	800 高雄市	F4 雜柑 桔子 	60.0 	60.0 	60.0 	60.0 	 +  6	50 	 - 88	3000
111/07/01	800 高雄市	G2 黃金果  	105.7 	90.6 	80.0 	91.5 	 -  8	159 	 + 36	14548.5
111/07/01	800 高雄市	G3 酪梨  	73.7 	63.1 	60.0 	64.6 	 -  8	"1,773 "	 +214	114535.8
111/07/01	800 高雄市	G49 奇異果 進口 	192.1 	138.6 	110.0 	143.6 	 -  4	567 	 - 36	81421.2
111/07/01	800 高雄市	H49 葡萄柚 紅肉進口 	45.6 	45.3 	44.4 	45.2 	 +  4	612 	 +113	27662.4
111/07/01	800 高雄市	I1 木瓜 網室紅肉 	35.0 	28.1 	25.0 	28.9 	 - 16	"2,700 "	 - 42	78030
111/07/01	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	    0	430 	 - 52	10750
111/07/01	800 高雄市	J2 荔枝 黑葉 	88.7 	72.2 	60.0 	73.0 	 + 14	414 	 - 60	30222
111/07/01	800 高雄市	J4 荔枝 竹葉黑 	60.0 	60.0 	60.0 	60.0 	 - 10	80 	 - 77	4800
111/07/01	800 高雄市	N0 李 其他 	105.3 	87.1 	70.0 	87.3 	 -  3	471 	 + 27	41118.3
111/07/01	800 高雄市	N9 李 進口 	250.0 	250.0 	250.0 	250.0 	 -  4	20 	 - 33	5000
111/07/01	800 高雄市	O4 梨 新興梨 	98.4 	71.2 	60.0 	74.4 	 - 10	"4,401 "	 + 58	327434.4
111/07/01	800 高雄市	O5 梨 豐水梨 	6.3 	6.3 	6.3 	6.3 	  -  	16 	  -  	100.8
111/07/01	800 高雄市	P1 番石榴 珍珠芭 	53.4 	41.8 	32.2 	42.2 	 +  1	"1,728 "	 + 96	72921.6
111/07/01	800 高雄市	Q2 蓮霧 子彈型 	46.5 	34.2 	30.0 	35.8 	 -  2	462 	 + 71	16539.6
111/07/01	800 高雄市	R1 芒果 愛文 	123.2 	77.0 	48.0 	80.4 	 +  7	"1,121 "	 - 29	90128.4
111/07/01	800 高雄市	R6 芒果 金煌 	58.8 	38.8 	30.0 	41.1 	 +  2	"3,376 "	 +120	138753.6
111/07/01	800 高雄市	S1 葡萄 巨峰 	116.2 	81.5 	50.0 	82.1 	 -  8	726 	 - 44	59604.6
111/07/01	800 高雄市	S9 葡萄 進口 	130.1 	98.0 	88.9 	102.6 	 - 22	684 	 - 11	70178.4
111/07/01	800 高雄市	T1 西瓜 大西瓜 	40.0 	27.4 	20.0 	28.4 	 + 12	"17,760 "	 +102	504384
111/07/01	800 高雄市	T5 西瓜 黃肉 	40.0 	40.0 	40.0 	40.0 	 + 38	650 	 + 30	26000
111/07/01	800 高雄市	W2 洋香瓜 網狀綠肉 	50.0 	37.6 	30.0 	38.6 	  -  	"1,050 "	  -  	40530
111/07/01	800 高雄市	X69 蘋果 富士進口 	104.6 	68.1 	57.2 	73.2 	 +  2	"9,288 "	 - 30	679881.6
111/07/01	800 高雄市	Y0 桃子 其他 	100.0 	100.0 	100.0 	100.0 	 + 67	12 	 - 96	1200
111/07/01	800 高雄市	Y2 桃子 鶯歌桃 	90.0 	82.9 	80.0 	83.8 	 -  6	240 	 - 30	20112
111/07/01	800 高雄市	Y9 桃子 進口 	433.9 	345.5 	280.4 	350.2 	 -  2	"1,150 "	 - 15	402730
111/07/02	800 高雄市	51 百香果 改良種 	79.5 	52.0 	33.5 	53.8 	 -  1	"1,360 "	 + 43	73168
111/07/02	800 高雄市	72 小番茄 聖女 	70.0 	62.1 	60.0 	63.2 	 -  2	370 	 - 16	23384
111/07/02	800 高雄市	811 火龍果 白肉 	40.0 	26.7 	18.8 	27.8 	 + 49	"1,598 "	 +102	44424.4
111/07/02	800 高雄市	812 火龍果 紅肉 	43.9 	28.8 	19.1 	29.9 	 - 24	"6,230 "	 + 92	186277
111/07/02	800 高雄市	839 櫻桃 進口 	683.4 	560.0 	500.0 	572.7 	 +  1	612 	 + 81	350492.4
111/07/02	800 高雄市	859 榴槤 進口 	141.7 	121.0 	116.7 	124.2 	 +  4	792 	 - 13	98366.4
111/07/02	800 高雄市	91 其他  	40.0 	37.9 	30.0 	36.7 	 -  1	"1,239 "	 +  2	45471.3
111/07/02	800 高雄市	919 其他 進口 	60.0 	60.0 	60.0 	60.0 	  -  	720 	  -  	43200
111/07/02	800 高雄市	A1 香蕉  	48.0 	39.2 	28.0 	38.7 	 +  2	"2,050 "	 +  8	79335
111/07/02	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	40.0 	29.2 	25.0 	30.5 	  -  	579 	  -  	17659.5
111/07/02	800 高雄市	B0 鳳梨 其他 	25.0 	18.4 	18.0 	19.6 	  -  	"1,170 "	  -  	22932
111/07/02	800 高雄市	B2 鳳梨 金鑽鳳梨 	35.1 	30.0 	24.6 	30.0 	 +  2	"8,222 "	 + 35	246660
111/07/02	800 高雄市	C9 椪柑 進口 	140.0 	140.0 	140.0 	140.0 	 + 14	120 	 - 64	16800
111/07/02	800 高雄市	E9 甜橙 進口 	77.3 	71.3 	61.6 	70.5 	 +  1	"3,276 "	 + 82	230958
111/07/02	800 高雄市	F1 雜柑 檸檬 	40.0 	29.4 	25.0 	30.6 	 -  2	400 	 -  7	12240
111/07/02	800 高雄市	F4 雜柑 桔子 	60.0 	60.0 	60.0 	60.0 	    0	50 	    0	3000
111/07/02	800 高雄市	G2 黃金果  	102.2 	93.3 	75.0 	91.4 	 -  0	449 	 +182	41038.6
111/07/02	800 高雄市	G3 酪梨  	79.4 	68.7 	50.0 	67.1 	 +  4	768 	 - 57	51532.8
111/07/02	800 高雄市	G49 奇異果 進口 	183.7 	133.0 	107.7 	138.1 	 -  4	894 	 + 58	123461.4
111/07/02	800 高雄市	G5 香瓜梨  	50.0 	50.0 	50.0 	50.0 	  -  	135 	  -  	6750
111/07/02	800 高雄市	G9 波蘿蜜  	25.0 	25.0 	25.0 	25.0 	  -  	120 	  -  	3000
111/07/02	800 高雄市	H49 葡萄柚 紅肉進口 	44.4 	43.2 	38.9 	42.6 	 -  6	"2,430 "	 +297	103518
111/07/02	800 高雄市	I1 木瓜 網室紅肉 	37.9 	31.0 	28.0 	31.8 	 + 10	"3,600 "	 + 33	114480
111/07/02	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	    0	800 	 + 86	20000
111/07/02	800 高雄市	J2 荔枝 黑葉 	80.8 	72.6 	65.0 	72.7 	 -  0	726 	 + 75	52780.2
111/07/02	800 高雄市	N0 李 其他 	94.8 	79.3 	70.0 	80.6 	 -  8	"1,368 "	 +190	110260.8
111/07/02	800 高雄市	N9 李 進口 	250.0 	250.0 	250.0 	250.0 	    0	20 	    0	5000
111/07/02	800 高雄市	O4 梨 新興梨 	93.6 	67.3 	60.0 	71.1 	 -  4	"3,252 "	 - 26	231217.2
111/07/02	800 高雄市	O8 梨 4029梨 	42.9 	40.8 	38.5 	40.7 	  -  	27 	  -  	1098.9
111/07/02	800 高雄市	P1 番石榴 珍珠芭 	50.0 	35.7 	30.0 	37.4 	 - 11	746 	 - 57	27900.4
111/07/02	800 高雄市	Q1 蓮霧 紅蓮霧 	60.0 	60.0 	60.0 	60.0 	  -  	15 	  -  	900
111/07/02	800 高雄市	Q2 蓮霧 子彈型 	60.0 	43.7 	30.0 	44.2 	 + 23	675 	 + 46	29835
111/07/02	800 高雄市	R1 芒果 愛文 	116.0 	74.4 	53.9 	78.6 	 -  2	"1,464 "	 + 31	115070.4
111/07/02	800 高雄市	R3 芒果 本島 	80.0 	80.0 	80.0 	80.0 	  -  	105 	  -  	8400
111/07/02	800 高雄市	R6 芒果 金煌 	63.2 	40.7 	35.0 	44.0 	 +  7	"1,502 "	 - 56	66088
111/07/02	800 高雄市	S1 葡萄 巨峰 	111.5 	74.1 	52.8 	77.3 	 -  6	"1,193 "	 + 64	92218.9
111/07/02	800 高雄市	S9 葡萄 進口 	323.6 	102.0 	88.9 	143.7 	 + 40	753 	 + 10	108206.1
111/07/02	800 高雄市	T1 西瓜 大西瓜 	29.4 	20.0 	20.0 	21.9 	 - 23	"10,680 "	 - 40	233892
111/07/02	800 高雄市	T5 西瓜 黃肉 	40.0 	26.4 	25.0 	28.8 	 - 28	"1,500 "	 +131	43200
111/07/02	800 高雄市	V1 甜瓜 美濃 	40.0 	40.0 	40.0 	40.0 	  -  	300 	  -  	12000
111/07/02	800 高雄市	W2 洋香瓜 網狀綠肉 	50.0 	32.2 	25.0 	34.3 	 - 11	612 	 - 42	20991.6
111/07/02	800 高雄市	X69 蘋果 富士進口 	100.4 	66.2 	63.6 	72.5 	 -  1	"11,924 "	 + 28	864490
111/07/02	800 高雄市	Y0 桃子 其他 	80.0 	80.0 	80.0 	80.0 	 - 20	56 	 +367	4480
111/07/02	800 高雄市	Y9 桃子 進口 	408.7 	328.3 	295.1 	337.8 	 -  4	"1,535 "	 + 33	518523
111/07/03	800 高雄市	51 百香果 改良種 	85.0 	55.1 	39.0 	57.9 	 +  8	"1,452 "	 +  7	84070.8
111/07/03	800 高雄市	72 小番茄 聖女 	70.0 	68.1 	60.0 	66.8 	 +  6	316 	 - 15	21108.8
111/07/03	800 高雄市	811 火龍果 白肉 	24.1 	18.6 	12.0 	18.4 	 - 34	651 	 - 59	11978.4
111/07/03	800 高雄市	812 火龍果 紅肉 	40.6 	33.9 	27.9 	34.0 	 + 14	"3,590 "	 - 42	122060
111/07/03	800 高雄市	839 櫻桃 進口 	805.3 	581.5 	517.3 	613.5 	 +  7	565 	 -  8	346627.5
111/07/03	800 高雄市	859 榴槤 進口 	133.3 	123.9 	116.7 	124.4 	 +  0	"1,560 "	 + 97	194064
111/07/03	800 高雄市	91 其他  	40.0 	32.5 	30.0 	33.5 	 -  9	"1,701 "	 + 37	56983.5
111/07/03	800 高雄市	919 其他 進口 	75.0 	67.3 	60.0 	67.4 	 + 12	"2,440 "	 +239	164456
111/07/03	800 高雄市	A1 香蕉  	45.0 	35.2 	30.0 	36.1 	 -  7	"2,350 "	 + 15	84835
111/07/03	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	20.0 	20.0 	20.0 	20.0 	 - 34	5 	 - 99	100
111/07/03	800 高雄市	B0 鳳梨 其他 	25.0 	17.7 	16.0 	18.8 	 -  4	"2,088 "	 + 78	39254.4
111/07/03	800 高雄市	B2 鳳梨 金鑽鳳梨 	33.5 	24.0 	20.0 	25.1 	 - 16	"8,454 "	 +  3	212195.4
111/07/03	800 高雄市	C9 椪柑 進口 	140.0 	140.0 	140.0 	140.0 	    0	90 	 - 25	12600
111/07/03	800 高雄市	E9 甜橙 進口 	71.4 	64.0 	61.1 	64.9 	 -  8	"2,556 "	 - 22	165884.4
111/07/03	800 高雄市	F1 雜柑 檸檬 	40.0 	33.3 	25.0 	33.0 	 +  8	400 	    0	13200
111/07/03	800 高雄市	F4 雜柑 桔子 	65.0 	65.0 	65.0 	65.0 	 +  8	40 	 - 20	2600
111/07/03	800 高雄市	G2 黃金果  	100.0 	81.4 	70.0 	82.9 	 -  9	168 	 - 63	13927.2
111/07/03	800 高雄市	G3 酪梨  	76.0 	61.2 	47.2 	61.4 	 -  8	185 	 - 76	11359
111/07/03	800 高雄市	G39 酪梨 進口 	533.3 	533.3 	533.3 	533.3 	  -  	6 	  -  	3199.8
111/07/03	800 高雄市	G49 奇異果 進口 	143.8 	123.1 	115.1 	125.6 	 -  9	954 	 +  7	119822.4
111/07/03	800 高雄市	H49 葡萄柚 紅肉進口 	39.6 	38.9 	38.9 	39.0 	 -  8	"2,196 "	 - 10	85644
111/07/03	800 高雄市	I1 木瓜 網室紅肉 	45.0 	34.0 	30.0 	35.4 	 + 11	"1,680 "	 - 53	59472
111/07/03	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	    0	400 	 - 50	10000
111/07/03	800 高雄市	J2 荔枝 黑葉 	100.0 	84.4 	80.0 	86.7 	 + 19	540 	 - 26	46818
111/07/03	800 高雄市	J4 荔枝 竹葉黑 	80.0 	78.6 	70.0 	77.2 	  -  	213 	  -  	16443.6
111/07/03	800 高雄市	N0 李 其他 	105.1 	85.9 	73.9 	87.3 	 +  8	591 	 - 57	51594.3
111/07/03	800 高雄市	N9 李 進口 	250.0 	250.0 	250.0 	250.0 	    0	10 	 - 50	2500
111/07/03	800 高雄市	O4 梨 新興梨 	91.9 	68.5 	60.0 	71.5 	 +  1	"2,183 "	 - 33	156084.5
111/07/03	800 高雄市	O5 梨 豐水梨 	100.0 	97.8 	16.4 	82.0 	  -  	51 	  -  	4182
111/07/03	800 高雄市	O8 梨 4029梨 	50.0 	45.0 	40.0 	45.0 	 + 11	600 	 +999	27000
111/07/03	800 高雄市	P1 番石榴 珍珠芭 	40.0 	40.0 	37.1 	39.4 	 +  5	624 	 - 16	24585.6
111/07/03	800 高雄市	Q2 蓮霧 子彈型 	50.0 	30.1 	30.0 	34.1 	 - 23	621 	 -  8	21176.1
111/07/03	800 高雄市	R1 芒果 愛文 	125.8 	79.3 	70.0 	86.7 	 + 10	"1,206 "	 - 18	104560.2
111/07/03	800 高雄市	R2 芒果 玉文 	60.0 	60.0 	60.0 	60.0 	  -  	200 	  -  	12000
111/07/03	800 高雄市	R6 芒果 金煌 	70.0 	47.1 	40.0 	50.3 	 + 14	585 	 - 61	29425.5
111/07/03	800 高雄市	S1 葡萄 巨峰 	125.0 	88.4 	59.7 	90.0 	 + 16	909 	 - 24	81810
111/07/03	800 高雄市	S9 葡萄 進口 	286.3 	95.8 	88.9 	132.5 	 -  8	"1,114 "	 + 48	147605
111/07/03	800 高雄市	T1 西瓜 大西瓜 	40.0 	23.2 	20.0 	25.9 	 + 18	"5,750 "	 - 46	148925
111/07/03	800 高雄市	T5 西瓜 黃肉 	40.0 	29.2 	25.0 	30.5 	 +  6	"1,000 "	 - 33	30500
111/07/03	800 高雄市	V1 甜瓜 美濃 	60.0 	60.0 	60.0 	60.0 	 + 50	200 	 - 33	12000
111/07/03	800 高雄市	W2 洋香瓜 網狀綠肉 	50.0 	41.6 	35.0 	42.0 	 + 22	336 	 - 45	14112
111/07/03	800 高雄市	X69 蘋果 富士進口 	90.1 	66.1 	59.1 	69.5 	 -  4	"14,156 "	 + 19	983842
111/07/03	800 高雄市	Y0 桃子 其他 	100.0 	86.6 	80.0 	88.0 	 + 10	226 	 +304	19888
111/07/03	800 高雄市	Y9 桃子 進口 	424.8 	321.7 	284.7 	334.9 	 -  1	"1,502 "	 -  2	503019.8
111/07/05	800 高雄市	469 藍莓 進口 	625.0 	565.0 	550.0 	574.0 	  -  	50 	  -  	28700
111/07/05	800 高雄市	51 百香果 改良種 	85.6 	54.2 	29.6 	55.6 	 -  4	"2,610 "	 + 80	145116
111/07/05	800 高雄市	72 小番茄 聖女 	75.0 	68.5 	65.0 	69.1 	 +  3	860 	 +172	59426
111/07/05	800 高雄市	811 火龍果 白肉 	20.0 	15.1 	10.9 	15.2 	 - 17	"1,022 "	 + 57	15534.4
111/07/05	800 高雄市	812 火龍果 紅肉 	42.2 	30.6 	20.4 	30.9 	 -  9	"6,208 "	 + 73	191827.2
111/07/05	800 高雄市	839 櫻桃 進口 	784.2 	596.4 	477.1 	610.1 	 -  1	595 	 +  5	363009.5
111/07/05	800 高雄市	859 榴槤 進口 	150.0 	133.9 	116.7 	133.7 	 +  7	"1,176 "	 - 25	157231.2
111/07/05	800 高雄市	91 其他  	43.6 	24.3 	12.0 	25.7 	 - 23	"2,500 "	 + 47	64250
111/07/05	800 高雄市	919 其他 進口 	74.5 	63.8 	63.6 	65.9 	 -  2	"2,830 "	 + 16	186497
111/07/05	800 高雄市	A1 香蕉  	45.0 	35.0 	30.0 	36.0 	 -  0	"1,975 "	 - 16	71100
111/07/05	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	40.0 	29.3 	20.0 	29.6 	 + 48	"1,087 "	 +999	32175.2
111/07/05	800 高雄市	B0 鳳梨 其他 	28.2 	19.8 	15.0 	20.5 	 +  9	"2,826 "	 + 35	57933
111/07/05	800 高雄市	B2 鳳梨 金鑽鳳梨 	33.1 	25.0 	20.6 	25.7 	 +  2	"11,943 "	 + 41	306935.1
111/07/05	800 高雄市	C9 椪柑 進口 	140.0 	113.8 	90.0 	114.3 	 - 18	280 	 +211	32004
111/07/05	800 高雄市	E9 甜橙 進口 	77.8 	65.1 	61.1 	66.8 	 +  3	"1,404 "	 - 45	93787.2
111/07/05	800 高雄市	F1 雜柑 檸檬 	40.0 	34.3 	30.0 	34.6 	 +  5	"1,202 "	 +201	41589.2
111/07/05	800 高雄市	F4 雜柑 桔子 	65.0 	64.1 	60.0 	63.4 	 -  2	160 	 +300	10144
